gene_id	gene_name	rep1_0	rep1_3	rep1_9	rep1_24	rep2_0	rep2_3	rep2_9	rep2_24	rep3_0	rep3_3	rep3_9	rep3_24
BAB73487	alr1788	41.76775	56.292625	61.107018	49.812458	40.838062	65.574417	48.135929	43.324348	53.333801	71.705399	99.907799	53.82613
BAB73488	asl1789	2.534529	21.618448	20.894785	16.025471	10.616982	29.551573	19.586859	20.513186	13.644038	29.64636	47.803036	24.565601
BAB73489	alr1790	11.134855	7.847222	5.513412	2.91829	17.380983	8.539775	9.723851	4.367344	15.19073	10.227327	6.492527	2.385006
BAB73490	alr1791	24.467558	23.107464	49.100525	42.975506	24.487999	53.586853	42.664326	24.971449	27.384964	58.383213	66.604858	47.636024
BAB73491	alr1792	31.204185	32.376087	44.813622	20.430973	26.921629	57.84531	32.898365	16.910044	69.121727	79.186676	74.2686	32.747238
BAB73492	alr1793	23.533783	18.267666	17.453558	42.842346	26.69829	18.001438	48.898441	16.444366	13.977241	20.495714	22.826801	37.077126
BAB73493	alr1794	56.717133	45.045559	16.127182	33.403454	55.455162	24.869516	47.155819	12.684833	17.491987	25.953457	29.399181	19.830936
BAB73494	asl1795	18.612093	7.720862	0.16462	8.355435	21.942978	0	3.822588	6.37557	3.145704	0	8.353065	4.548084
BAB73495	alr1796	4.012973	0.945583	3.903911	2.454888	4.586707	1.116071	6.263753	1.503216	0	2.074048	5.04994	1.911086
BAB73496	all1797	36.987106	44.35556	23.979467	23.402102	36.03339	20.788141	46.510078	18.656385	10.56	31.249655	0	7.812442
BAB73497	alr1798	32.239822	20.294111	7.577312	10.602302	29.68182	12.136512	12.387087	10.357848	13.999429	16.803158	13.158925	9.356607
BAB73498	alr1799	57.718048	40.924191	65.581787	52.241508	59.623699	88.680061	54.075035	50.324249	30.560314	89.800354	59.910259	54.006451
BAB73499	all1800	42.579437	110.299232	161.470581	135.681564	46.914829	176.525208	121.180702	96.291016	48.932457	185.787308	242.955551	186.759552
BAB73500	asr1801	37.394852	35.309711	61.92033	64.462234	53.253429	22.572575	96.981026	27.343727	37.759571	34.488625	13.185963	41.965919
BAB73501	all1802	26.984617	4.532842	1.776499	4.612073	20.646364	2.55933	10.25814	3.960641	15.446489	3.873851	2.915965	3.777773
BAB73502	alr1803	59.934711	33.861156	17.19248	16.705629	62.702263	29.795015	26.655777	14.559174	90.033585	33.741055	41.576893	23.818073
BAB73503	all1804	41.224102	19.559887	17.849472	24.834375	52.740112	19.182028	28.930355	23.920855	40.845863	19.71454	33.424232	23.728415
BAB73504	alr1805	178.069077	151.307419	131.004608	80.899132	175.197037	150.80899	117.683022	60.836842	227.883362	138.952118	125.716606	52.087917
BAB73505	all1806	47.329556	10.29257	10.244036	8.309653	62.201385	14.557717	17.872961	2.720138	26.47278	15.45036	14.446811	6.258933
BAB73506	all1807	79.735023	27.032679	12.869202	16.072046	89.470016	25.174803	21.860491	14.479614	77.408844	22.196335	4.059888	13.662674
BAB73507	alr1808	39.510731	18.376495	12.727478	19.953121	37.724751	14.598639	25.445307	11.692198	26.519716	17.659355	9.457076	18.10042
BAB73508	alr1809	244.7724	219.841248	148.62381	1063.969116	253.843094	105.372231	328.73877	826.676697	89.672653	104.460754	69.516556	172.195801
BAB73509	alr1810	83.145752	34.323463	40.797554	42.776623	78.787643	25.754602	47.401489	51.235111	48.82074	29.347286	45.970776	32.132011
BAB73510	all1811	33.105156	38.722244	67.932686	49.47599	31.201273	42.61161	42.993446	48.955795	26.11397	41.144165	39.056084	44.343575
BAB73511	all1812	41.966347	42.819527	25.143982	77.818367	43.813602	19.388269	64.76075	60.07201	21.112375	14.55002	23.753023	71.793854
BAB73512	all1813	40.576229	61.773895	97.126694	36.086525	44.830181	100.220589	35.59985	47.417637	80.062897	135.266602	99.810234	71.089569
BAB73513	all1814	44.064091	16.343351	12.040474	22.981522	43.59827	13.68704	27.188158	14.659302	29.671003	15.877677	3.698279	20.583448
BAB73514	alr1815	40.175694	19.27261	3.473195	9.818085	44.932049	17.005089	17.701155	6.023949	13.250224	16.385206	11.65623	8.437181
BAB73515	all1816	18.81002	10.57027	10.22969	31.649078	15.326859	14.953712	24.092571	24.762144	9.760809	9.441616	26.241793	29.431343
BAB73516	asr1817	0	0	2.472474	3.098534	4.772585	0	0	3.010973	1.835675	0	0	3.277253
BAB73517	asr1818	5.215015	5.179557	22.762306	397.075531	8.376161	6.495969	117.656914	278.535889	3.065612	0	217.148529	638.848877
BAB73518	alr1819	16.725681	17.86264	56.77079	398.82016	20.175789	20.111498	128.323029	664.763367	11.962813	20.237644	229.137543	1183.165771
BAB73519	all1820	16.698618	10.671297	11.240166	14.165024	19.096752	14.968115	16.710615	7.839278	10.813395	16.561235	19.9995	29.115509
BAB73520	alr1821	45.925594	30.623463	30.386089	18.687044	48.603573	33.848923	22.655804	15.229613	25.781599	33.361729	7.099174	9.91685
BAB73521	alr1822	22.370955	6.644123	8.184746	9.582404	17.42231	10.209009	7.466338	4.208657	16.793787	8.040797	8.367455	7.692965
BAB73522	all1823	73.686783	36.000843	34.135273	35.010174	78.521866	34.288654	41.094162	47.981487	77.501968	34.610168	50.45713	36.556133
BAB73523	asl1824	62.699623	60.084278	14.642059	23.056423	85.935822	30.253855	34.140182	30.249964	69.689789	27.947945	49.125454	13.849436
BAB73524	asl1825	59.253693	28.177444	69.118073	12.203343	64.580612	118.268997	9.018946	12.273312	250.194077	170.783722	160.10672	17.655582
BAB73525	all1826	146.420898	58.874695	38.475552	35.296078	127.073792	92.18087	63.574154	38.877869	132.71312	95.231621	43.140385	27.561829
BAB73526	alr1827	341.426483	188.567368	102.271698	71.113045	374.87735	253.464569	123.098656	75.017685	405.145172	274.897888	142.481476	47.535271
BAB73527	asr1828	114.240906	43.236897	11.40119	26.004906	109.065353	3.121862	23.295263	26.057728	36.33028	20.157772	10.114229	33.793221
BAB73528	all1829	34.065884	21.439247	6.890992	6.541764	30.527269	5.516294	8.633326	5.194304	13.818961	5.74271	3.619833	4.257486
BAB73529	all1830	69.555115	31.859932	39.493912	15.294766	86.31414	27.060617	35.7822	20.674683	62.165146	42.326958	48.709538	15.025163
BAB73530	all1831	40.20779	16.600307	11.637058	15.001433	32.475861	8.898018	18.664259	8.402894	17.567352	8.01121	15.461358	12.708391
BAB73531		641.27594	422.229767	302.960693	461.522125	504.770233	259.060272	549.158813	419.371033	308.264771	251.129898	765.680481	370.630188
BAB73532		365.427765	147.392197	89.442993	86.803871	269.175201	94.843269	141.199066	118.299103	222.721481	118.558144	261.09375	95.906044
BAB73533	alr1834	181.714508	216.240952	185.61673	219.719131	180.119446	140.710876	239.316956	279.023651	148.026978	153.454788	248.4897	167.116821
BAB73534	all1835	649.087646	570.023865	589.44751	1355.38916	577.479614	386.727264	1119.469727	1806.85791	390.71347	360.284668	518.746826	892.291626
BAB73535	asr1836	27.665972	22.630835	16.417328	50.977325	13.607069	7.620625	22.986231	29.720221	19.347313	21.713175	20.076359	35.915394
BAB73536	all1837	40.68713	23.126326	22.27524	35.358532	38.420761	26.291426	35.418068	45.281376	30.154938	30.530931	41.37608	30.478323
BAB73537	all1838	46.362438	21.492748	17.889563	17.550802	29.661556	18.782047	17.707104	24.73505	44.064228	9.093966	16.578369	28.224806
BAB73538	asl1839	27.919197	13.665962	9.961045	15.86922	24.4128	15.222879	19.380196	26.33252	16.089941	3.103147	13.400053	9.811937
BAB73539	asl1840	23.415678	9.321426	14.812242	14.203519	16.590374	19.799017	15.706636	20.227701	30.582018	3.481434	17.319942	17.153215
BAB73540	all1841	27.157793	16.601831	9.429193	22.151691	32.932495	14.34369	27.837271	36.351891	6.874989	11.12933	27.187012	17.07638
BAB73541	all1842	28.79846	27.298138	18.657869	38.955479	24.933065	18.384781	31.923424	40.129486	20.162479	8.619346	26.818165	30.353987
BAB73542	all1843	30.936203	31.293634	20.776566	20.349756	18.920919	22.385481	14.359801	26.182558	30.012754	22.769815	22.013458	13.787955
BAB73543	all1844	175.632751	348.595703	352.928345	994.771118	115.38208	200.444916	380.812683	993.427307	53.462032	200.93956	278.846985	601.825562
BAB73544	alr1845	52.262321	51.558453	70.048546	113.4431	61.754978	37.547161	87.783264	72.017609	35.280739	52.786259	97.245651	100.899658
BAB73545	all1846	43.115639	36.049095	55.855705	43.58461	43.02739	50.238495	34.116852	40.053677	42.794449	67.465469	142.226746	50.567757
BAB73546	all1847	77.441017	77.940605	94.582924	86.087166	88.2668	87.906502	80.591507	84.898834	107.730339	113.078896	192.429337	69.48597
BAB73547	all1848	18.156162	5.408923	4.777705	15.920899	22.128284	4.092303	15.271264	10.176454	7.797705	1.52885	4.432488	6.340086
BAB73548	all1849	67.700584	33.771641	34.270031	33.171715	54.4105	30.804913	38.456249	30.081057	51.566891	19.408667	9.111586	23.849112
BAB73549	alr1850	143.223984	23.206116	30.876854	43.743454	120.113701	23.325518	35.693188	31.364531	110.301636	26.35137	67.226791	29.25613
BAB73550	alr1851	39.510685	16.787895	19.322708	8.731335	48.310448	12.955065	19.109394	10.142829	39.045383	25.884436	13.384243	11.480074
BAB73551	alr1852	23.843525	11.004796	7.259414	2.294781	27.687929	6.769657	9.163658	2.71631	36.444847	18.836411	18.180265	4.329211
BAB73552	all2067	92.73214	176.534836	194.795197	152.337463	101.945305	287.670685	174.604202	108.517494	173.61264	299.514832	217.125778	68.774269
BAB73553	all4867	72.085655	92.211884	93.905655	70.211937	74.0569	114.147949	89.193497	59.811745	84.462738	103.312149	57.732292	46.812851
BAB73554	alr1855	6.352273	3.807536	2.992774	5.911335	8.276543	3.953106	7.280231	7.129496	2.260277	3.395595	2.410069	6.772038
BAB73555	alr1856	34.2187	41.663227	9.537181	37.819736	32.25008	6.410687	40.826546	32.929771	6.683921	13.670195	22.929321	11.435248
BAB73556	asr1857	88.589432	45.038246	9.607674	40.870811	92.657295	21.891979	81.214928	13.726227	9.457408	23.387266	12.106658	28.547882
BAB73557	alr1858	28.528473	17.352863	30.515558	16.547615	28.170391	36.463097	15.038173	22.013283	39.830097	38.543182	28.692474	39.524277
BAB73558	alr1859	19.879599	17.426437	19.579056	15.270182	21.840647	12.043141	10.348147	16.298107	18.888231	15.004487	25.036285	27.047697
BAB73559	alr1860	129.669205	109.254395	80.127724	121.128296	169.780731	78.038376	140.410263	184.273834	68.840752	46.078663	53.910614	62.02504
BAB73560	all1861	405.94342	321.281189	280.871796	319.439148	608.96759	336.435059	308.713318	361.627441	424.55838	316.753845	255.547318	321.615814
BAB73561	all1862	18.783026	16.31073	33.019585	15.746577	21.568184	22.815098	20.700594	15.741267	14.671825	24.815536	36.999023	21.016136
BAB73562	all1863	93.873474	13.768797	5.937195	14.647547	104.55619	20.374584	10.634276	17.158979	137.928909	18.838696	9.791871	18.287037
BAB73563	all1864	59.403088	31.081038	12.953169	31.272383	59.717182	21.263073	43.781326	29.172756	41.171082	21.917669	19.4125	29.456434
BAB73564	all1865	64.701118	65.82235	52.005299	48.611645	58.864967	61.20705	43.878933	72.84079	77.388008	48.47596	58.887348	68.632256
BAB73565	all1866	113.885994	148.089844	237.769135	132.38205	145.320129	228.395615	204.854813	134.727997	204.320908	159.636063	136.018875	162.605087
BAB73566	alr1867	17.883352	20.984243	21.626961	21.366476	12.713531	55.209068	19.551043	17.435144	33.228096	36.231598	32.832848	17.089834
BAB73567	alr1868	55.145901	93.802238	92.639748	67.857933	45.052402	135.948135	60.295147	56.217445	79.518105	140.487015	105.494606	42.580009
BAB73568	alr1869	30.254671	24.87641	29.140823	26.160063	30.909243	16.206835	30.975956	20.196918	26.337898	21.418463	19.314871	24.061457
BAB73569	alr1870	67.45472	43.82394	30.383562	38.052586	82.821121	29.133646	44.277859	37.708607	39.511658	32.982044	92.070206	46.647968
BAB73570	all1871	16716.824219	964.096069	448.031921	412.207794	17419.023438	1010.16925	734.352966	629.355713	11338.816406	984.7677	226.616974	352.800018
BAB73571	all1872	1688.809448	461.218414	232.305817	300.190033	1705.491577	465.487915	394.702332	309.412048	1538.062256	409.916443	96.264305	225.169037
BAB73572	all1873	1943.30249	1421.589844	604.113098	756.670471	2125.477783	989.216187	1025.973999	1516.771851	1124.714478	925.686462	144.411362	505.850037
BAB73573	alr1874	16.964899	7.870017	7.634985	15.86216	13.524012	6.19573	11.176109	7.245892	4.190595	1.523124	7.392707	13.187402
BAB73574	all1875	56.465675	12.153053	28.425577	31.304708	61.259468	18.553873	19.193274	17.938284	99.524261	17.288803	23.161654	33.61953
BAB73575	all1876	86.640175	131.283081	309.637817	561.953125	162.647644	204.70079	418.576385	536.311157	169.671387	196.266907	282.775177	367.32724
BAB73576	alr1877	18.37108	521.914795	264.857391	112.271622	29.585724	831.150452	104.281044	160.890991	19.652954	1167.814209	109.96373	204.627304
BAB73577	alr1878	195.308075	53.588741	55.158642	38.921638	207.1297	62.137497	44.191353	45.465324	271.940216	50.719273	38.671326	52.488628
BAB73578	alr1879	217.025589	67.935143	87.842072	131.004242	177.605957	68.118401	99.884666	125.189568	223.253799	69.32737	100.929352	62.901897
BAB73579	all1880	43.873016	17.483063	6.192967	12.285573	47.253807	16.4268	18.606138	11.815914	24.994694	16.442024	13.609801	7.306453
BAB73580	all1881	13.130971	37.61438	22.542801	19.370588	16.08984	46.682526	23.550911	14.648506	17.455809	57.23534	29.958916	23.841238
BAB73581	all1882	17.655777	14.507817	7.482493	14.902036	19.50206	12.002484	24.206516	8.462089	8.72893	11.44505	7.567251	12.630754
BAB73582	alr1883	32.291763	12.907447	13.051143	17.070265	26.279852	9.514937	16.245462	18.842554	27.700464	18.228449	17.260075	22.911819
BAB73583	all1884	29.215866	6.407308	9.451569	18.05691	28.849449	14.049693	24.252829	12.552991	23.962406	15.273478	20.217243	18.9576
BAB73584	alr1885	25.742327	6.94466	5.614742	9.55462	36.301155	8.88027	9.727728	8.698206	38.47448	3.41784	4.160919	12.787712
BAB73585	all1886	53.911098	12.88912	14.392902	13.380322	50.217461	20.613075	13.411789	13.006539	17.325809	12.393159	20.514502	17.868011
BAB73586	all1887	128.71373	18.061417	12.656559	17.819616	192.154449	23.366541	15.874067	12.643659	113.952126	23.363739	13.903954	22.042044
BAB73587	all1888	19.389477	4.482224	2.69112	3.907715	20.292322	4.982207	4.323873	2.925363	13.817771	5.25605	4.50187	9.352129
BAB73588	all1889	99.144867	91.453476	83.535515	57.93956	101.215218	84.306343	85.723526	60.640259	64.977379	102.803207	91.679276	67.699539
BAB73589	alr1890	290.856445	85.340271	58.440105	32.285831	264.514496	93.798035	47.929703	37.695068	458.309967	86.493889	277.131287	48.339996
BAB73590	alr1891	88.619568	17.978716	14.782717	25.513914	90.069946	20.833849	23.989117	21.828751	81.286209	16.958353	40.420841	19.764732
BAB73591	alr1892	63.831234	56.174519	118.08429	111.661751	67.792839	62.789757	91.564735	104.730392	39.221889	79.676346	97.600594	109.330849
BAB73592	all1893	121.743401	70.464134	45.355316	37.593208	197.0466	98.385139	87.497948	44.406353	99.397217	82.04023	20.019541	27.23028
BAB73593		176.070236	57.25407	27.335104	38.50843	178.456757	45.268627	46.229404	23.234272	243.282806	31.714682	39.799538	35.026722
BAB73594	all1895	297.804871	142.588333	134.792999	147.386002	313.049255	165.877365	142.571838	238.429382	199.164627	182.354462	185.108536	185.018326
BAB73595	alr1896	316.388153	77.208878	95.353493	85.052765	391.273743	156.063202	75.592384	111.404297	789.790283	162.35965	180.882904	96.777077
BAB73596	all1897	1011.781006	116.477722	52.915123	28.284973	939.995667	136.508041	55.489887	40.359894	861.75824	119.639252	35.633446	47.998318
BAB73597	asl1898	0.816492	11.547218	1.064701	1.289821	5.316763	0	1.789453	0	0	0	0	3.597254
BAB73598	asr1899	50.510872	27.0735	46.921978	46.775974	45.610241	32.998276	89.819786	31.495747	25.230398	40.550991	22.0411	22.346319
BAB73599	alr1900	89.061188	117.467659	163.514633	109.501366	81.756577	131.442688	164.70816	107.667915	115.69355	142.341385	140.203323	73.945992
BAB73600	alr1901	55.329651	78.07312	91.232895	54.864555	58.672832	113.949081	80.976395	38.159035	99.443878	118.844032	211.56691	74.246834
BAB73601	all1902	15.396712	19.217434	24.260004	18.950863	15.333234	17.876717	21.406025	11.955826	7.834076	30.073214	23.952217	22.802052
BAB73602	alr1903	34.789604	30.498356	51.867424	53.912868	31.041174	52.506485	45.542545	39.617943	33.830631	61.519249	142.985291	86.491318
BAB73603		16.509394	10.130301	6.488378	14.76535	14.82819	10.789689	9.881699	12.78438	7.927681	11.052114	7.290609	29.125494
BAB73604	alr1905	253.643265	2287.611816	210.31897	396.296722	305.391815	454.346161	489.346344	206.107986	148.957535	493.76059	81.092766	79.019218
BAB73605	alr1906	71.353607	92.452965	37.864525	52.280968	89.64782	60.379749	51.915638	39.249523	70.298843	71.463127	44.508415	53.821217
BAB73606	asr1907	25.340425	49.536949	59.499748	27.891191	55.988327	42.389725	49.69558	15.317346	4.852686	66.307655	22.669558	48.335144
BAB73607	all1908	78.763733	33.401264	12.386223	11.001554	155.851242	29.171831	36.999001	26.588209	10.294212	26.59285	13.513886	18.734423
BAB73608	alr1909	16.210453	17.134602	7.812512	9.382048	14.306676	9.905898	10.867407	8.774403	10.720924	3.48716	6.778993	8.992603
BAB73609	alr1910	42.08968	8.770712	2.944363	4.03584	67.650444	7.444861	5.367488	4.339362	22.964325	14.381056	2.381681	9.183176
BAB73610		5.978791	9.355988	5.459884	12.389612	6.92172	11.140354	8.982148	11.714126	3.03799	9.279669	8.02829	19.116289
BAB73611	alr1912	3.27665	4.880168	4.698311	8.942189	3.999885	7.738034	8.425024	7.203503	2.741669	7.617512	10.254117	11.266437
BAB73612	alr1913	5.598751	10.543969	13.538276	9.644775	9.950985	7.8452	8.981793	8.936359	7.79917	19.518978	15.322721	18.352751
BAB73613	all1914	14.263195	3.56621	2.594499	7.192822	14.968488	3.210633	4.341243	7.188465	9.942631	5.422672	2.817366	11.48464
BAB73614	asr1915	1.349664	1.833165	2.335945	4.832272	5.291086	0	0.934097	0	1.717911	4.794116	0	3.263324
BAB73615	all1916	17.194735	9.652177	11.939999	10.143901	20.181314	14.252749	9.386423	7.866224	13.895487	11.056985	9.156543	20.927137
BAB73616	alr1917	29.772957	23.707558	4.334486	14.101695	22.447332	8.648846	12.140615	16.003195	11.766973	8.289968	20.597952	20.340027
BAB73617	alr1918	15.177898	13.547224	16.122538	14.4592	17.217615	9.262901	20.659752	12.151951	4.633127	8.829303	16.032558	19.430164
BAB73618	all1919	57.875683	57.208809	61.559715	64.878296	51.797783	64.027885	88.476593	62.525261	32.081047	56.663387	80.955093	57.410168
BAB73619	alr1920	65.997047	26.989342	20.262394	29.775457	64.09243	35.375736	35.552174	29.619228	37.291901	51.58062	17.031046	27.637232
BAB73620	alr1921	147.449387	78.482567	88.325928	52.881145	153.231216	86.081299	60.329212	83.280121	201.153946	69.537132	119.008224	76.122429
BAB73621	asl1922	409.21582	560.145142	383.864044	205.137848	354.076324	584.871094	418.486969	26.138554	582.576233	1232.892822	452.492004	351.963287
BAB73622	alr1923	34.436211	22.431633	24.511108	47.524677	36.63047	30.029432	25.152615	36.426067	57.163654	29.998341	28.24674	40.453869
BAB73623	alr1924	74.137817	95.588287	46.766468	57.428875	72.102127	66.248154	81.061951	39.04076	85.284332	93.501984	107.073944	48.521881
BAB73624	alr1925	0.462009	1.333334	0	1.127472	2.261959	0	2.408803	0.444897	0.548195	0	0	3.031994
BAB73625	alr1926	1.519696	12.415068	34.788383	43.789692	1.84777	16.409485	20.950058	61.304962	4.09325	13.360233	21.591433	49.580845
BAB73626	alr1927	7.65166	9.689733	16.051546	14.938333	8.201033	14.674974	9.706093	11.717403	8.292781	14.836491	27.250563	23.089735
BAB73627	alr1928	12.080266	6.078243	2.012836	5.948637	11.580229	12.140265	5.806038	5.617928	1.973495	11.881253	4.794069	7.767828
BAB73628	alr1929	4.786916	2.679819	2.59341	8.164128	3.631532	5.598335	9.1016	5.011445	2.372382	2.025934	2.482936	11.747668
BAB73629	asl1930	8.981417	5.017697	4.277685	10.058098	5.769957	5.050693	17.578922	2.860147	2.909856	17.39744	0	21.047762
BAB73630	all1931	3.383583	6.981489	5.282714	11.604265	4.547616	3.354342	5.309135	14.544242	1.726948	7.248137	21.579769	46.083946
BAB73631	all1932	5.765567	6.090165	15.15635	8.837023	5.747213	11.173673	4.176453	11.936681	7.849572	13.403695	20.379309	23.229782
BAB73632	asl1933	4.209101	2.064668	0.975979	4.42984	5.019435	3.864048	4.330493	0.693015	2.307332	0	0	7.237223
BAB73633	asl1934	4.167656	1.718508	0.412914	2.514151	4.874137	0	2.29669	2.042571	4.288841	0	1.561493	15.336621
BAB73634	asl1935	4.295462	3.112333	1.514016	5.645144	6.131692	1.299413	4.811976	3.100335	2.558238	0	0	10.847491
BAB73635	asl1936	16.167643	19.665751	1.047391	7.848236	13.862601	3.577972	10.612673	10.356539	5.610023	0	7.483746	12.974711
BAB73636	asl1937	5.185699	7.32174	4.786934	4.921547	3.82789	6.953824	4.131663	3.573202	7.464048	7.237724	25.039688	12.166873
BAB73637	asl1938	44.941895	79.516312	497.022064	119.380867	37.656773	192.504974	69.67395	183.916824	74.432953	173.468933	678.160889	228.913696
BAB73638	all1939	302.275146	30.477856	32.300468	32.511261	301.509277	35.666901	32.349728	34.492313	289.996674	37.968998	115.651085	47.401978
BAB73639	all1940	435.907135	74.383301	64.115616	50.940411	492.125641	72.367844	100.845901	48.655628	508.427979	76.761696	157.191483	63.078449
BAB73640	alr1941	87.420303	58.26535	26.273726	45.077557	112.636292	33.96463	79.34938	46.558395	49.860607	21.911932	17.135084	43.151657
BAB73641	alr1942	109.821625	47.428612	44.953102	56.301075	117.65287	50.36068	55.277111	77.78524	43.669071	23.706726	60.085869	73.610039
BAB73642	all1943	48.98864	29.351128	34.783829	57.339214	52.247681	17.639202	62.056343	62.087662	16.352394	13.980719	26.045731	37.611534
BAB73643	all1944	67.245903	105.219872	65.105515	136.202255	68.807777	131.287521	147.667679	71.576988	41.823723	120.914093	139.252304	94.676186
BAB73644	asr1945	72.559334	52.0368	26.061226	25.586058	78.409889	39.287411	61.144947	32.044834	24.674038	11.803715	33.551037	27.589285
BAB73645	alr1946	68.634308	40.09441	33.953728	51.217575	69.76075	19.85791	56.911793	51.827892	37.688599	15.273478	28.826025	32.990795
BAB73646	all1947	27.48391	12.619614	2.530002	15.086727	26.886805	8.734281	19.013697	15.501045	17.982534	16.613703	7.378569	15.472009
BAB73647	all1948	20.808615	6.5825	1.668195	11.334778	26.053804	2.140611	9.316654	9.413651	14.051675	2.009634	8.591383	13.145191
BAB73648	all1949	62.83551	45.956409	42.952976	39.336147	60.617542	41.965912	34.162975	28.245863	77.926208	66.889587	92.672432	48.665909
BAB73649	all1950	76.067421	17.499884	14.400076	18.308668	69.760895	20.889772	21.007755	13.339214	100.822731	23.674057	25.104965	23.827436
BAB73650	all1951	136.211334	16.249954	14.130548	8.4698	138.547974	38.027615	15.003107	9.030808	216.843658	26.567202	8.856768	3.702221
BAB73651	alr1952	91.701309	27.729445	44.000469	41.824753	85.03717	20.300194	38.31192	40.38353	169.244034	25.704943	121.682121	50.764412
BAB73652	asr1953	1800.235352	737.938904	1260.08374	1863.446777	1664.991333	832.244019	1279.500366	2126.378174	1409.33667	808.98468	2096.182373	1515.141724
BAB73653	alr1954	1461.034546	619.72937	1270.261353	1692.80835	1366.569458	753.972107	911.876709	2377.503662	1810.868042	670.119446	3048.413818	1699.786621
BAB73654	asr1955	3039.474121	3048.644775	2077.30957	3201.553223	3470.606201	1249.38855	2577.003906	1987.361816	3615.000977	1014.672974	1429.085449	2615.876953
BAB73655	alr1956	89.696495	27.847532	35.865627	33.139256	99.370369	33.164097	31.096264	31.281719	68.839668	30.819536	53.179211	53.597927
BAB73656	alr1957	212.987213	30.793016	11.557255	38.895855	232.022217	22.987974	56.876461	20.791384	107.006317	28.817762	39.270466	26.249519
BAB73657	all1958	21.085556	10.879838	3.17461	7.603008	21.794712	7.188304	8.392972	4.089209	12.817347	4.767601	11.991124	8.196445
BAB73658	alr1959	48.055149	61.881268	62.388035	144.858719	55.601955	41.158649	112.150856	95.595673	36.105953	38.464359	96.94381	95.227493
BAB73659	alr1960	212.550858	78.374619	80.16433	101.319061	269.049469	48.926792	106.206085	124.504852	143.257355	85.567787	107.62603	96.762405
BAB73660	alr1961	84.826767	81.63855	128.802368	59.921089	106.451088	128.256851	47.302776	73.272003	64.595238	98.244003	129.824112	152.557755
BAB73661	asl1962	68.464409	54.506802	63.704689	44.612492	69.995476	114.663467	28.24144	30.21748	73.71907	210.391006	169.019989	60.18718
BAB73662		663.851562	450.957581	348.302917	672.681396	724.394897	306.641754	302.236847	926.313416	299.909515	304.938202	505.171417	924.486084
BAB73663	all1964	52.448444	39.929852	32.186657	53.847637	44.541405	37.948784	45.805801	73.81427	25.308224	42.424374	33.779686	43.747917
BAB73664	alr1965	61.456566	36.114075	28.416822	48.440693	62.463127	56.135651	41.554405	33.584381	125.18119	37.06517	50.984627	34.663792
BAB73665	alr1966	47.189209	33.66576	20.714571	30.056444	42.511425	29.390852	41.375431	28.58267	32.355961	38.701992	25.338701	26.120113
BAB73666	alr1967	23.090321	14.461635	4.326335	9.801286	19.824768	11.689692	12.070907	6.119678	28.741329	12.990304	10.690069	19.151791
BAB73667	alr1968	40.520763	27.397371	28.626955	40.248241	49.759315	26.405466	40.809502	26.359413	19.142658	32.884396	41.790535	40.037743
BAB73668	all1969	8.112843	6.297343	2.544771	6.583635	10.057483	6.01935	7.421463	6.336301	4.065403	3.8384	10.271164	4.98406
BAB73669	all1970	4.973752	2.918092	1.045195	0.650589	2.573032	2.165936	3.425778	0.010088	3.829422	3.111077	3.787462	2.530895
BAB73670	alr0553	70.160698	92.710564	100.513847	70.747513	72.111526	109.501411	89.373978	59.399765	82.337761	102.085815	59.238815	44.103683
BAB73671	all4868	90.504692	171.715973	192.811707	149.857956	103.8405	273.287445	173.774399	115.897049	174.33783	312.884766	203.622345	69.58577
BAB73672	all1973	2.669816	3.499026	1.076272	5.003406	5.376953	2.185124	3.503921	4.211636	3.909925	2.32248	2.543001	10.822846
BAB73673	all1974	13.029239	20.92622	23.331503	32.953133	13.8304	21.961506	23.476936	25.931936	9.624955	24.604343	47.092621	50.802933
BAB73674	all1975	2.219815	0.406382	0	1.945414	1.684704	0.553275	1.261008	1.680126	1.734189	0.767565	1.67215	3.749709
BAB73675	alr1976	17.75425	16.827494	15.951629	15.679843	11.139126	17.970936	17.864616	21.920588	22.114485	24.065168	11.634419	17.351334
BAB73676	alr1977	15.223996	7.026351	2.102103	6.908535	15.253784	6.081843	2.789229	4.298783	8.607484	6.088997	7.850372	9.910456
BAB73677	alr1978	107.645691	66.788284	43.736858	65.472275	103.254433	40.093365	100.99752	57.948414	42.205448	38.123108	35.398869	41.065838
BAB73678	alr1979	33.970177	16.333408	1.703728	4.913636	49.320305	6.799095	13.309295	4.308632	11.272887	5.916431	2.057918	3.648409
BAB73679	all1980	84.443932	42.76178	12.434059	32.198101	98.903305	22.543276	51.309753	14.064324	39.908123	17.60906	10.811365	12.487713
BAB73680	all1981	101.302681	87.847054	49.535328	107.213158	122.937386	59.709705	134.822876	70.112976	39.614616	73.570549	8.67923	56.795292
BAB73681	alr1982	19.092571	10.995652	13.08669	13.781099	21.523952	16.11235	13.283918	12.417851	33.58482	9.958567	43.70713	41.677525
BAB73682		33.833	30.319693	38.23534	85.946564	28.51342	29.803417	47.966827	79.872208	27.584742	35.637665	67.107155	77.528076
BAB73683	all1984	173.529846	455.212067	912.273621	1169.825562	129.808044	658.424377	837.856262	554.759888	237.762497	764.521667	1363.358643	1415.842041
BAB73684	all1985	114.72364	111.113411	134.354004	201.717239	127.646446	111.426453	106.13723	167.740005	236.697205	121.998146	249.54808	208.744324
